4,1,819,462,141,82,1,1,-1,-1
5,1,818,461,142,83,1,1,-1,-1
6,1,794,443,166,101,1,1,-1,-1
7,1,792,442,168,102,1,1,-1,-1
8,1,764,413,196,131,1,1,-1,-1
9,1,768,415,192,129,1,1,-1,-1
10,1,721,369,239,175,1,1,-1,-1
11,1,715,373,245,171,1,1,-1,-1
12,1,699,359,261,185,1,1,-1,-1
13,1,697,354,263,190,1,1,-1,-1
14,1,663,317,262,178,1,1,-1,-1
15,1,656,318,273,191,1,1,-1,-1
16,1,638,302,257,180,1,1,-1,-1
17,1,638,302,257,180,1,1,-1,-1
18,1,622,286,243,170,1,1,-1,-1
19,1,622,286,243,170,1,1,-1,-1
20,1,587,249,243,170,1,1,-1,-1
21,1,577,240,243,170,1,1,-1,-1
22,1,570,243,243,170,1,1,-1,-1
23,1,580,256,218,137,1,1,-1,-1
24,1,566,234,201,141,1,1,-1,-1
25,1,560,238,213,135,1,1,-1,-1
26,1,536,216,196,124,1,1,-1,-1
27,1,536,216,196,124,1,1,-1,-1
28,1,525,206,188,119,1,1,-1,-1
29,1,525,206,188,119,1,1,-1,-1
30,1,505,187,174,110,1,1,-1,-1
31,1,505,187,174,110,1,1,-1,-1
32,1,495,178,168,106,1,1,-1,-1
33,1,495,178,168,106,1,1,-1,-1
34,1,486,170,162,103,1,1,-1,-1
35,1,486,170,162,103,1,1,-1,-1
36,1,468,155,153,97,1,1,-1,-1
37,1,468,155,153,97,1,1,-1,-1
38,1,461,148,149,94,1,1,-1,-1
39,1,461,148,149,94,1,1,-1,-1
40,1,446,135,140,89,1,1,-1,-1
41,1,446,135,140,89,1,1,-1,-1
42,1,439,129,136,86,1,1,-1,-1
43,1,439,129,136,86,1,1,-1,-1
44,1,433,123,133,84,1,1,-1,-1
45,1,433,123,133,84,1,1,-1,-1
46,1,421,112,126,80,1,1,-1,-1
47,1,421,112,126,80,1,1,-1,-1
48,1,415,108,123,78,1,1,-1,-1
49,1,415,108,123,78,1,1,-1,-1
50,1,405,98,116,74,1,1,-1,-1
51,1,405,98,116,74,1,1,-1,-1
52,1,400,94,114,72,1,1,-1,-1
53,1,400,94,114,72,1,1,-1,-1
54,1,395,90,111,70,1,1,-1,-1
55,1,395,90,111,70,1,1,-1,-1
56,1,386,83,106,67,1,1,-1,-1
57,1,386,83,106,67,1,1,-1,-1
58,1,382,79,103,65,1,1,-1,-1
59,1,382,79,103,65,1,1,-1,-1
60,1,377,76,101,64,1,1,-1,-1
61,1,377,76,101,64,1,1,-1,-1
62,1,370,69,97,61,1,1,-1,-1
63,1,366,66,95,60,1,1,-1,-1
64,1,366,66,95,60,1,1,-1,-1
65,1,359,60,91,58,1,1,-1,-1
66,1,359,60,91,58,1,1,-1,-1
67,1,355,57,89,56,1,1,-1,-1
68,1,355,57,89,56,1,1,-1,-1
69,1,352,55,87,55,1,1,-1,-1
70,1,352,55,87,55,1,1,-1,-1
71,1,346,50,83,53,1,1,-1,-1
72,1,346,50,83,53,1,1,-1,-1
73,1,343,47,81,51,1,1,-1,-1
74,1,343,47,81,51,1,1,-1,-1
75,1,338,43,76,48,1,1,-1,-1
76,1,338,43,76,48,1,1,-1,-1
77,1,336,40,74,47,1,1,-1,-1
78,1,336,40,74,47,1,1,-1,-1
79,1,333,38,72,46,1,1,-1,-1
80,1,333,38,72,46,1,1,-1,-1
81,1,328,34,69,44,1,1,-1,-1
82,1,328,34,69,44,1,1,-1,-1
83,1,326,32,68,43,1,1,-1,-1
84,1,326,32,68,43,1,1,-1,-1
85,1,321,28,65,41,1,1,-1,-1
86,1,321,28,65,41,1,1,-1,-1
87,1,319,27,64,40,1,1,-1,-1
88,1,319,27,64,40,1,1,-1,-1
89,1,317,25,63,40,1,1,-1,-1
90,1,317,25,63,40,1,1,-1,-1
91,1,312,21,63,40,1,1,-1,-1
92,1,309,19,64,40,1,1,-1,-1
93,1,309,19,64,40,1,1,-1,-1
94,1,309,18,61,38,1,1,-1,-1
95,1,309,18,61,38,1,1,-1,-1
96,1,309,18,61,38,1,1,-1,-1
97,1,309,18,61,38,1,1,-1,-1
98,1,309,18,61,38,1,1,-1,-1
99,1,309,18,61,38,1,1,-1,-1
100,1,300,11,61,38,1,1,-1,-1
101,1,300,11,61,38,1,1,-1,-1
102,1,299,10,59,37,1,1,-1,-1
103,1,299,10,59,37,1,1,-1,-1
104,1,298,9,58,36,1,1,-1,-1
105,1,298,9,58,36,1,1,-1,-1
106,1,293,6,58,36,1,1,-1,-1
107,1,293,6,58,36,1,1,-1,-1
108,1,291,5,58,36,1,1,-1,-1
109,1,291,5,58,36,1,1,-1,-1
110,1,288,2,56,35,1,1,-1,-1
111,1,288,2,56,35,1,1,-1,-1
112,1,287,2,54,34,1,1,-1,-1
113,1,287,2,54,34,1,1,-1,-1
114,1,287,2,53,33,1,1,-1,-1
115,1,287,2,53,33,1,1,-1,-1
116,1,286,1,49,31,1,1,-1,-1
117,1,286,1,49,31,1,1,-1,-1
118,1,285,1,48,30,1,1,-1,-1
119,1,285,0,48,30,1,1,-1,-1
120,1,283,0,45,28,1,1,-1,-1
121,1,283,0,43,27,1,1,-1,-1
122,1,283,0,43,27,1,1,-1,-1
123,1,283,0,42,26,1,1,-1,-1
124,1,283,0,42,26,1,1,-1,-1
125,1,283,0,38,23,1,1,-1,-1
126,1,283,0,38,23,1,1,-1,-1
127,1,282,-1,36,23,1,1,-1,-1
128,1,282,-1,36,23,1,1,-1,-1
129,1,283,-1,35,22,1,1,-1,-1
130,1,283,-1,35,22,1,1,-1,-1
131,1,282,-3,33,20,1,1,-1,-1
132,1,282,-3,33,20,1,1,-1,-1
133,1,282,-3,31,20,1,1,-1,-1
134,1,282,-3,31,20,1,1,-1,-1
135,1,284,-2,26,16,1,1,-1,-1
221,6,243,4,55,54,1,1,-1,-1
222,6,258,3,45,50,1,1,-1,-1
223,6,243,5,65,50,1,1,-1,-1
224,6,245,6,62,48,1,1,-1,-1
225,6,251,9,55,48,1,1,-1,-1
226,6,250,10,56,53,1,1,-1,-1
227,6,262,4,46,61,1,1,-1,-1
228,6,246,14,71,55,1,1,-1,-1
229,6,250,8,63,55,1,1,-1,-1
230,6,251,7,69,57,1,1,-1,-1
231,6,257,14,52,57,1,1,-1,-1
232,6,255,16,63,58,1,1,-1,-1
233,6,254,14,62,64,1,1,-1,-1
